koi_disposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_slogg,koi_srad,koi_kepmag
FALSE POSITIVE,0,1,0,1,1,1.015044104,131.56407,0.984,10.994,158.2,1.98,1979,3627.61,33.6,1,q1_q17_dr25_tce,5910,4.318,1.124,14.956
FALSE POSITIVE,0,0,1,0,0,3.711013336,132.4882537,1.192,3.31024,24989,55.69,1436,1003.75,757,1,q1_q17_dr25_tce,6338,4.256,1.247,12.084
FALSE POSITIVE,0,0,0,1,1,2.97606298,132.9637,0.363,4.124,72.2,5.65,2615,11065.06,17.8,1,q1_q17_dr25_tce,5321,3.158,6.669,13.498
FALSE POSITIVE,0,1,0,0,1,2.97586085,133.0352,0.117,4.513,105.9,0.85,1135,392.05,9.1,1,q1_q17_dr25_tce,5481,4.508,0.835,15.669
FALSE POSITIVE,0,0,1,0,0,14.65801395,140.4756141,1.141,3.03316,129640,121.59,855,126.35,3361.5,1,q1_q17_dr25_tce,5146,3.986,1.626,13.391
FALSE POSITIVE,0,0,1,0,0,18.83948744,137.7695421,0.421,5.62797,182720,45.2,734,68.54,2003.1,1,q1_q17_dr25_tce,6208,4.454,1.024,15.291
FALSE POSITIVE,0.004,0,0,1,0,0.555973803,131.96589,0.563,1.271,75.3,1.9,3049,20544.64,23.3,1,q1_q17_dr25_tce,5445,3.776,2.117,13.755
FALSE POSITIVE,0,0,1,0,0,4.426344495,134.231165,0.668,5.84235,276140,78.3,1316,709.74,732.5,1,q1_q17_dr25_tce,6228,4.277,1.226,13.501
FALSE POSITIVE,0,0,1,0,0,0.957823876,132.414882,0.992,3.7232,104690,110.91,2649,11612.14,454.1,1,q1_q17_dr25_tce,5908,3.865,2.033,13.988
FALSE POSITIVE,0,0,1,0,0,5.024768971,133.120142,1.038,3.82433,53046,42.15,1159,425.9,696.5,1,q1_q17_dr25_tce,6322,4.444,0.989,14.355
FALSE POSITIVE,0,0,1,0,0,30.96021667,156.1595497,0.58,15.4308,340410,62.08,527,18.3,4578.3,1,q1_q17_dr25_tce,5291,4.423,0.926,12.45
FALSE POSITIVE,0,0,1,0,0,2.470283788,133.251861,0.804,7.8391,193830,157.82,2657,11792.22,967.7,1,q1_q17_dr25_tce,7823,3.885,2.675,11.108
FALSE POSITIVE,0,0,0,1,1,1.23516416,131.99301,0.678,4.713,64.6,0.92,1866,2861.14,13,1,q1_q17_dr25_tce,6249,4.428,1.076,15.005
FALSE POSITIVE,0,0,0,1,1,1.23513471,132.0046,0.716,5.44,42.8,0.7,1743,2172.96,12,1,q1_q17_dr25_tce,5930,4.436,0.997,14.712
FALSE POSITIVE,0.002,0,0,1,0,0.8903331,131.5337,0.322,2.643,134.1,20.96,5714,251387.46,10.8,1,q1_q17_dr25_tce,4981,2.437,18.374,13.915
FALSE POSITIVE,0,0,1,0,0,20.00024281,134.82021,1.004,5.0042,13138,21.57,746,73.09,796.5,1,q1_q17_dr25_tce,6373,4.438,1.047,13.718
FALSE POSITIVE,0,0,1,0,0,10.21712165,137.2457336,0.786,4.35647,205220,81.1,994,230.53,3617.5,1,q1_q17_dr25_tce,5931,4.196,1.349,13.752
FALSE POSITIVE,0,0,0,1,0,0.618060842,131.63533,0.944,1.892,25.1,0.51,1854,2791.09,9.6,1,q1_q17_dr25_tce,5339,4.503,0.793,13.426
FALSE POSITIVE,0,0,1,0,0,0.759764419,131.7927631,0.545,5.72501,393270,138.54,2715,12833.03,1728.1,1,q1_q17_dr25_tce,5807,3.93,1.909,11.378
FALSE POSITIVE,0,0,1,0,0,21.53926924,144.1542761,0.908,5.32432,143750,53,674,48.89,2642.2,1,q1_q17_dr25_tce,6136,4.487,0.933,14.293
FALSE POSITIVE,0,0,1,0,0,5.270733213,136.180853,0.428,2.7822,293640,37.93,693,54.59,553,1,q1_q17_dr25_tce,4348,4.601,0.678,15.953
FALSE POSITIVE,0,1,0,1,1,12.4232158,141.7294,0.245,17.67,261.5,1.3,685,51.91,23.6,1,q1_q17_dr25_tce,5497,4.577,0.809,15.639
FALSE POSITIVE,0,1,0,1,0,4.3206933,131.8905,0.973,50.68,147.9,1.66,1205,499.09,35.7,1,q1_q17_dr25_tce,6225,4.45,1.031,15.604
FALSE POSITIVE,0,0,1,0,0,16.48679636,131.6041706,0.309,7.06797,48943,46.92,1053,290.46,3181.5,1,q1_q17_dr25_tce,6020,3.86,2.097,13.645
FALSE POSITIVE,0,0,0,0,1,5.7768734,133.6218,0.994,5.762,71,3.13,1399,905,10.1,1,q1_q17_dr25_tce,5473,3.796,2.162,13.712
FALSE POSITIVE,0,0,1,0,0,20.14880771,135.8116283,0.215,8.52557,526950,68.52,631,37.55,3487.5,1,q1_q17_dr25_tce,5547,4.447,0.918,14.904
FALSE POSITIVE,0.61,0,1,0,0,0.687772143,131.8669185,1.166,2.56725,40368,46.27,2097,4569.67,679.8,1,q1_q17_dr25_tce,5885,4.413,0.933,14.726
FALSE POSITIVE,0,0,1,0,0,0.843651274,131.9478111,0.405,2.80468,305450,39.98,1553,1371.12,1509.3,1,q1_q17_dr25_tce,5220,4.578,0.695,13.826
FALSE POSITIVE,0,0,1,0,0,1.142946648,131.9010021,0.479,3.40234,412550,43.5,1293,660.96,1054.4,1,q1_q17_dr25_tce,5058,4.651,0.608,14.454
FALSE POSITIVE,0,0,1,0,0,7.217010987,135.4523674,1.287,4.4215,78714,89.71,1096,341.36,1307,1,q1_q17_dr25_tce,6047,4.246,1.211,13.272
FALSE POSITIVE,0.001,0,0,1,0,9.72869627,140.71571,1.274,5.628,252.2,42.47,1126,379.75,19.1,1,q1_q17_dr25_tce,6881,4.301,1.351,13.542
FALSE POSITIVE,0,1,0,0,1,0.566791802,131.81736,0.679,2.2,49.3,0.66,2040,4113.39,15.6,1,q1_q17_dr25_tce,5691,4.544,0.887,14.702
FALSE POSITIVE,0,1,0,0,0,2.245738777,133.2650421,0.397,8.61629,483490,99.05,1737,2156.25,2121.8,1,q1_q17_dr25_tce,6508,4.287,1.312,13.432
FALSE POSITIVE,0,0,1,1,1,2.24572117,133.26678,0.596,3.88,48.2,0.74,1479,1131.64,13.6,1,q1_q17_dr25_tce,6158,4.455,1.026,14.244
FALSE POSITIVE,0,1,0,0,1,0.566801906,131.79673,0.155,1.626,89.7,0.55,1344,774.11,27,2,q1_q17_dr25_tce,4208,4.662,0.583,12.663
FALSE POSITIVE,0,0,1,0,0,2.316171991,132.311636,0.7,4.03025,251480,49.53,1288,651.03,2338.3,1,q1_q17_dr25_tce,5932,4.58,0.795,13.969
FALSE POSITIVE,0,0,0,0,1,0.56680208,131.7056,,1.22,,,,392.81,,1,q1_q17_dr25_tce,,,,13.072
FALSE POSITIVE,0,1,0,0,1,0.566810701,131.80761,0.982,6.19,200,1.49,1921,3220.92,45.9,1,q1_q17_dr25_tce,5593,4.584,0.752,15.644
FALSE POSITIVE,0,1,0,0,0,0.566813319,131.78768,1.196,3.752,129.1,23.19,2313,6742.52,17,1,q1_q17_dr25_tce,6108,4.466,1.03,15.972
FALSE POSITIVE,0,1,0,0,0,28.78725751,137.094192,0.559,13.953,49618,91.26,971,210.02,1292,1,q1_q17_dr25_tce,5154,3.461,3.981,12.85
FALSE POSITIVE,0,0,1,0,0,0.835315046,131.9570817,1.224,2.45449,16876,30.54,1490,1160.98,939.5,1,q1_q17_dr25_tce,5009,4.584,0.69,15.314
FALSE POSITIVE,0,0,1,0,0,26.0164225,157.37769,1.147,4.1768,41109,61.04,755,76.63,285.4,1,q1_q17_dr25_tce,6287,4.231,1.28,15.032
FALSE POSITIVE,,1,0,0,0,593.19521,333.732,0.6192,25.65,227.3,1.63,234,0.71,7.1,1,q1_q17_dr24_tce,6103,4.391,1.03,14.733
FALSE POSITIVE,0,0,0,1,1,0.706430188,132.14208,0.288,1.301,50.8,0.41,1473,1116.9,11,1,q1_q17_dr25_tce,5037,4.689,0.568,14.001
FALSE POSITIVE,0.167,0,1,0,0,0.78430061,132.23164,0.659,2.952,254.7,1.14,1566,1416.91,20.5,1,q1_q17_dr25_tce,5176,4.589,0.681,15.156
FALSE POSITIVE,0,0,1,0,0,2.665875491,131.6187983,0.878,7.59461,161390,67.43,1502,1199.89,2274.7,1,q1_q17_dr25_tce,6234,4.351,1.159,12.156
FALSE POSITIVE,0,0,0,0,1,2.6658312,131.627,0.864,5.771,40.8,0.99,1663,1807.48,12.4,1,q1_q17_dr25_tce,6276,4.17,1.353,13.562
FALSE POSITIVE,0,1,0,0,0,1.5765874,132.4469,1.04,15.18,29.2,15.68,2946,17781.51,27.9,1,q1_q17_dr25_tce,6742,3.688,3.138,12.232
FALSE POSITIVE,,0,1,0,0,28.02789136,158.348172,0.6493,17.3269,243230,31.3,440,8.86,2829,1,q1_q17_dr24_tce,5231,4.721,0.544,14.594
FALSE POSITIVE,0,0,1,0,0,2.028512246,132.8392103,0.871,5.00309,121560,50.28,1542,1333.24,1545.8,1,q1_q17_dr25_tce,6105,4.412,1.025,13.281
FALSE POSITIVE,0,0,0,1,1,1.33256167,132.0567,0.402,3.743,59.5,0.63,1326,727.84,13,1,q1_q17_dr25_tce,4895,4.502,0.828,14.877
FALSE POSITIVE,0,0,0,1,1,1.332567821,132.0544581,0.413,3.4844,31,0.96,2395,7802.17,5,1,q1_q17_dr25_tce,6600,4.047,1.681,13.191
FALSE POSITIVE,0,0,0,1,1,1.332545609,132.05755,0.582,3.997,278.2,28.37,5080,157611.61,31.4,1,q1_q17_dr25_tce,5154,2.435,16.486,13.504
FALSE POSITIVE,0,0,0,1,1,1.33256256,132.04698,0.137,3.088,174.9,16.03,4529,99175.88,11.9,1,q1_q17_dr25_tce,4601,2.321,12.581,12.295
FALSE POSITIVE,0,0,0,1,1,1.33258981,132.0364,0.223,3.987,78.4,0.67,1369,832.33,16.1,1,q1_q17_dr25_tce,5309,4.595,0.763,14.818
FALSE POSITIVE,0,0,1,1,1,1.33258375,132.0362,0.746,4.081,60.9,0.84,1727,2096.92,16.4,1,q1_q17_dr25_tce,6108,4.471,0.997,14.835
FALSE POSITIVE,0,1,0,0,0,8.9648813,137.5394,1.208,61.23,454.5,28.97,1040,276.3,109.9,1,q1_q17_dr25_tce,6543,4.382,1.159,12.039
FALSE POSITIVE,0.008,0,1,0,0,2.161583501,131.80273,0.715,4.0537,50163,29.61,1646,1741.01,239.2,1,q1_q17_dr25_tce,5888,4.167,1.219,13.945
CONFIRMED,0.994,0,0,0,0,8.7396758,136.5829,0.957,3.866,1431,3.29,577,26.17,15.6,1,q1_q17_dr25_tce,4406,4.643,0.628,16.324
FALSE POSITIVE,0,1,0,0,0,0.535493486,131.743209,0.566,2.57,54,1.42,3181,24045.87,5.1,1,q1_q17_dr25_tce,6328,4.035,1.864,13.39
FALSE POSITIVE,0,0,1,0,0,24.26168383,147.2417593,0.814,7.1617,192280,58.48,659,44.55,5083.9,1,q1_q17_dr25_tce,6151,4.473,0.983,12.325
FALSE POSITIVE,0,0,1,0,0,32.5325215,147.077355,0.237,13.3991,83468,24.35,535,19.39,1595.1,1,q1_q17_dr25_tce,5845,4.558,0.838,15.354
FALSE POSITIVE,0,0,1,0,0,4.627775175,133.390355,1.248,3.4079,5675.1,32.62,1039,275.68,197.5,1,q1_q17_dr25_tce,5845,4.541,0.874,14.69
FALSE POSITIVE,,1,0,0,0,28.7850347,145.7978,0.2978,2.102,102.9,2.5,993,229.66,6.2,1,q1_q17_dr24_tce,6581,3.824,2.42,13.57
FALSE POSITIVE,0,0,1,0,0,6.096030635,135.0308909,0.642,18.4531,901660,406.97,1925,3246.2,4885.3,1,q1_q17_dr25_tce,7598,3.867,2.692,13.533
FALSE POSITIVE,0,0,1,0,0,31.95303877,142.708054,0.907,8.0461,17703,47.96,864,131.55,1364.9,1,q1_q17_dr25_tce,5524,3.693,2.734,13.032
FALSE POSITIVE,,0,0,0,1,5.9371708,135.957,0.4778,4.954,157.1,1.17,945,188.41,10.1,1,q1_q17_dr24_tce,5475,4.426,0.923,15.379
FALSE POSITIVE,0,0,1,1,1,0.577844035,131.88058,1.194,4.291,320.4,18.93,1980,3647.63,94,1,q1_q17_dr25_tce,5693,4.57,0.816,13.766
FALSE POSITIVE,0,0,1,0,0,2.630090609,132.224741,0.285,13.6817,516930,83.5,1551,1371.02,1694.6,1,q1_q17_dr25_tce,6315,4.292,1.108,14.187
FALSE POSITIVE,0,0,1,0,0,43.20459678,146.5978539,0.399,15.0402,202490,43.15,519,17.15,4750.2,1,q1_q17_dr25_tce,6003,4.507,0.932,14.291
FALSE POSITIVE,0,0,1,0,0,1.75147897,132.47509,0.008,7.89,76.7,1.8,2340,7086.5,68.2,2,q1_q17_dr25_tce,6823,4.04,2.037,12.655
FALSE POSITIVE,0,0,1,0,0,3.495457889,132.083941,0.965,6.9796,114620,84.49,2051,4186.71,724,1,q1_q17_dr25_tce,8529,4.249,1.558,13.444
FALSE POSITIVE,0,0,1,0,0,4.01668015,134.240703,0.911,2.2828,38007,22.11,1016,252.13,87.9,1,q1_q17_dr25_tce,5448,4.497,0.794,15.371
FALSE POSITIVE,0,0,0,1,1,1.89134156,132.6518,0.739,5.891,68.4,0.99,1673,1856.23,10.3,1,q1_q17_dr25_tce,6387,4.41,1.105,15.343
FALSE POSITIVE,0,0,1,0,0,2.881100027,134.238752,0.829,9.43866,662830,446.29,2946,17809.19,3316.5,1,q1_q17_dr25_tce,8104,3.675,3.369,13.636
FALSE POSITIVE,0,0,1,1,0,0.806277023,131.78567,0.697,7.275,70.8,0.89,2046,4119.09,37.9,1,q1_q17_dr25_tce,6122,4.471,0.996,13.614
FALSE POSITIVE,0,1,0,1,1,0.513482156,131.75477,0.004,2.732,91.6,0.83,2072,4335.56,12.6,1,q1_q17_dr25_tce,5495,4.495,0.882,15.63
FALSE POSITIVE,,1,0,0,0,225.66716,195.6621,0.3037,16.6,342.9,1.94,331,2.82,11.7,6,q1_q17_dr24_tce,6363,4.444,1.035,13.718
FALSE POSITIVE,0.001,0,0,1,0,4.24748886,132.0562,0.242,3.053,121,1.01,1079,319.94,10,1,q1_q17_dr25_tce,5807,4.524,0.922,15.146
FALSE POSITIVE,0.002,0,0,1,0,1.000012952,131.7614,0.097,1.221,36,2.12,2858,15781.19,11.9,1,q1_q17_dr25_tce,5176,3.534,3.605,11.942
FALSE POSITIVE,0,0,1,0,0,0.878803439,132.267269,0.467,2.74503,410720,51.97,1347,775.9,524.8,1,q1_q17_dr25_tce,4524,4.566,0.737,15.929
FALSE POSITIVE,0,0,1,0,0,1.560158562,132.368518,0.712,3.4248,240160,45.91,1223,530.79,459.9,1,q1_q17_dr25_tce,4926,4.548,0.749,13.871
FALSE POSITIVE,0,0,1,0,0,34.18830271,132.1423013,0.957,3.01179,118440,74.5,660,44.91,2594.9,1,q1_q17_dr25_tce,5757,4.134,1.345,12.869
FALSE POSITIVE,0,0,1,0,1,8.65303996,136.66798,0.369,1.091,497,1.88,764,80.51,14.7,1,q1_q17_dr25_tce,5301,4.528,0.84,15.639
FALSE POSITIVE,0,0,1,0,1,8.65311903,134.30128,0.701,1.273,206.8,0.85,493,13.95,8.9,1,q1_q17_dr25_tce,3929,4.705,0.55,15.109
FALSE POSITIVE,,0,1,1,1,12.4253812,141.5493,0.1583,19.781,115.3,1.14,823,108.46,26.8,1,q1_q17_dr24_tce,5925,4.412,1.066,13.854
FALSE POSITIVE,,1,0,0,1,12.42555999,133.96829,0.9066,28.083,2964.8,4.72,599,30.49,122,4,q1_q17_dr24_tce,4922,4.576,0.704,15.902
FALSE POSITIVE,0,1,0,1,1,12.4257442,141.52382,0.963,29.122,936,8.43,1551,1369.63,49.6,1,q1_q17_dr25_tce,8691,4.072,2.193,12.625
FALSE POSITIVE,0,1,0,1,1,12.4254241,141.5418,0.938,24.98,378.9,2.17,755,76.9,36,1,q1_q17_dr25_tce,5853,4.529,0.895,15.71
FALSE POSITIVE,0,0,1,0,0,2.991884392,134.175892,0.496,7.5583,123880,40.11,1486,1154.88,1280.3,1,q1_q17_dr25_tce,6596,4.4,1.094,13.28
FALSE POSITIVE,0,0,1,0,0,1.795273026,131.870391,0.935,7.3232,125420,55.26,1642,1714.88,877.8,1,q1_q17_dr25_tce,6363,4.456,1.012,14.889
FALSE POSITIVE,,0,0,1,1,0.755109271,131.81838,0.4041,2.619,23.2,0.47,1961,3494.52,12.9,1,q1_q17_dr24_tce,5606,4.39,0.962,13.292
FALSE POSITIVE,0,1,0,1,1,0.755101141,131.8211,0.523,3.371,76.7,0.19,680,50.92,13.4,1,q1_q17_dr25_tce,3256,5.071,0.207,15.237
FALSE POSITIVE,0,0,0,0,1,1.75251585,132.7544,0.738,3.489,125.9,1.02,1447,1035.27,14.2,1,q1_q17_dr25_tce,5952,4.554,0.844,13.978
FALSE POSITIVE,0,0,0,1,1,1.752450163,132.8015023,0.728,3.0255,55.5,0.79,1552,1372.36,3.4,1,q1_q17_dr25_tce,5779,4.364,0.99,13.294
FALSE POSITIVE,0,0,0,1,0,8.27923132,133.81711,0.187,2.355,164.9,1.08,815,104.49,10.9,1,q1_q17_dr25_tce,5631,4.557,0.847,15.197
FALSE POSITIVE,0,0,1,0,0,2.212877035,132.682428,0.518,4.66961,376200,69.18,1507,1221.98,2731,1,q1_q17_dr25_tce,6153,4.405,1,14.28
FALSE POSITIVE,0.001,0,0,1,0,0.845097627,132.12136,0.717,1.873,86.5,0.78,1584,1496.92,10.7,1,q1_q17_dr25_tce,5252,4.593,0.783,15.685
FALSE POSITIVE,0,0,1,0,0,17.44564047,135.7462627,0.588,6.08966,334160,63.46,682,51.15,4093.9,1,q1_q17_dr25_tce,5759,4.481,0.945,11.23
FALSE POSITIVE,0,0,1,0,0,14.31315739,138.2205171,0.004,8.90236,21567,34.98,1144,404.48,4262.9,1,q1_q17_dr25_tce,5750,3.703,2.379,13.254
FALSE POSITIVE,0,0,1,0,0,0.676990194,131.8017098,1.223,1.69459,20506,37.5,1919,3192.15,997,1,q1_q17_dr25_tce,5813,4.568,0.816,15.553
FALSE POSITIVE,,1,0,0,0,0.515875396,131.7013,0.95,1.21,1773,7.22,3189,24441.1,9.1,3,q1_q17_dr24_tce,7229,4.278,1.38,13.591
FALSE POSITIVE,,1,0,0,0,2.83401711,133.5005,0.2794,5.938,84.2,0.93,1381,859.57,11.5,2,q1_q17_dr24_tce,6247,4.458,1.002,15.036
FALSE POSITIVE,0,1,0,0,1,0.566803996,131.80782,0.123,3.399,141.6,0.64,1350,786.1,23.4,1,q1_q17_dr25_tce,4373,4.722,0.544,15.989
FALSE POSITIVE,,0,0,0,1,0.56681118,131.7883893,,2.06,,,,,,1,q1_q17_dr24_tce,,,,11.58
FALSE POSITIVE,0,1,0,0,1,0.566799927,131.83464,0.188,4.71,145.1,0.77,1649,1738.27,28.9,1,q1_q17_dr25_tce,5092,4.671,0.645,15.888
FALSE POSITIVE,0,1,0,0,1,0.566786121,131.8363,0.591,3.404,81.8,0.79,1984,3678.65,14,1,q1_q17_dr25_tce,5603,4.556,0.846,15.768
FALSE POSITIVE,0,1,0,1,1,0.56679797,131.841,0.176,4.503,72.6,0.65,1799,2467.38,14,1,q1_q17_dr25_tce,5230,4.594,0.777,15.877
FALSE POSITIVE,0,0,0,1,1,0.566802891,131.79487,0.628,1.861,49.2,1.29,3111,22107.66,14.4,1,q1_q17_dr25_tce,6487,4.08,1.748,12.982
FALSE POSITIVE,,0,0,0,1,1.01884975,132.0857,0.2737,3.233,30.9,0.47,1754,2238.64,14.8,1,q1_q17_dr24_tce,6068,4.568,0.829,13.948
FALSE POSITIVE,0,0,1,0,0,32.4403392,142.2555263,0.645,4.50984,287600,44.56,448,9.52,2177,1,q1_q17_dr25_tce,5081,4.578,0.696,15.854
FALSE POSITIVE,,1,0,1,0,0.552141897,131.77199,1.091,4.985,105.6,10.04,2206,5602.43,42.8,1,q1_q17_dr24_tce,5952,4.486,0.904,13.866
FALSE POSITIVE,0,0,1,0,0,2.62387291,134.0049825,0.49,4.61248,232470,74.23,1790,2430.91,2607.6,1,q1_q17_dr25_tce,6728,4.206,1.46,13.7
FALSE POSITIVE,0,1,0,0,0,0.75509861,131.962107,1.091,2.6423,60334,60.74,2359,7285.15,385.4,2,q1_q17_dr25_tce,6038,4.206,1.213,13.441
FALSE POSITIVE,0,1,0,0,0,3.671661096,132.0909174,0.923,4.29947,129240,105.82,1967,3539.43,3152.6,1,q1_q17_dr25_tce,7343,4.02,1.94,12.814
FALSE POSITIVE,0,0,1,0,0,22.67314568,138.145641,0.605,6.6324,65411,30.92,684,51.67,912,1,q1_q17_dr25_tce,5619,4.269,1.153,14.274
FALSE POSITIVE,,1,0,0,0,0.50948306,132.0386,0.3535,3.14,74.6,1.22,3024,19778.63,8,1,q1_q17_dr24_tce,6344,4.091,1.39,13.545
FALSE POSITIVE,0,0,1,0,0,17.32996587,142.727156,0.705,8.43812,252720,42.58,548,21.34,1938.7,1,q1_q17_dr25_tce,5079,4.588,0.683,15.2
FALSE POSITIVE,0,0,1,0,0,1.890227354,131.678589,0.957,3.855,112260,42.05,1236,551.66,252,1,q1_q17_dr25_tce,5356,4.589,0.78,15.569
FALSE POSITIVE,0,0,1,0,0,1.387206724,132.8469146,0.856,3.82527,151430,103.41,2619,11126.98,1752.6,1,q1_q17_dr25_tce,7207,4.06,1.894,11.658
FALSE POSITIVE,0,0,0,1,1,1.38718209,132.8579,0.28,2.595,45.5,0.68,1707,2011.41,7.2,1,q1_q17_dr25_tce,6122,4.471,0.996,14.718
FALSE POSITIVE,0,0,1,0,0,35.02656485,160.6019871,0.777,2.90121,120250,34.88,489,13.56,1607.2,1,q1_q17_dr25_tce,5546,4.575,0.81,15.496
FALSE POSITIVE,0,0,1,0,0,3.138580493,132.330622,0.619,4.16343,233340,59.24,1281,635.61,2387.8,1,q1_q17_dr25_tce,5593,4.311,1.083,13.63
FALSE POSITIVE,,1,0,0,0,9.26147679,135.1085808,,1.77,,,,,,1,q1_q17_dr24_tce,,,,14.874
FALSE POSITIVE,,1,0,0,0,581.0723,371.0249,88.7243,15.81,1364.2,161858,639,39.36,15.9,1,q1_q17_dr24_tce,5026,2.504,16.891,12.282
FALSE POSITIVE,0,0,1,0,0,3.50474265,133.319536,1.049,8.2852,88625,200.24,2689,12355.55,977.2,1,q1_q17_dr25_tce,7624,3.622,3.682,10.862
FALSE POSITIVE,0,0,1,0,0,2.14344093,133.497247,0.686,3.9741,133320,28.69,1033,269.48,645.9,1,q1_q17_dr25_tce,4817,4.624,0.7,14.945
FALSE POSITIVE,0,0,1,0,0,9.058487716,137.3378842,0.213,4.14334,127970,20.51,547,21.15,2098.9,1,q1_q17_dr25_tce,4340,4.671,0.573,15.507
FALSE POSITIVE,0,0,1,0,0,2.856085147,133.39298,0.841,4.5776,173840,88.52,1739,2164,422.1,1,q1_q17_dr25_tce,6604,4.178,1.526,14.045
FALSE POSITIVE,0,0,1,1,0,0.876941133,132.26899,0.386,1.296,73.5,0.85,1938,3332.14,12.3,1,q1_q17_dr25_tce,6018,4.485,0.975,14.978
FALSE POSITIVE,0,0,1,0,0,39.23814157,148.651652,0.459,6.07183,439210,90.93,656,43.69,969.3,1,q1_q17_dr25_tce,6599,4.35,1.234,12.153
FALSE POSITIVE,0,1,0,0,0,53.7406575,209.294733,0.386,47.2475,116720,25.44,398,5.93,3568.1,1,q1_q17_dr25_tce,5288,4.577,0.737,13.756
FALSE POSITIVE,0,0,1,0,0,7.436016459,136.518226,0.433,4.16284,106530,31.39,968,207.61,742.1,1,q1_q17_dr25_tce,6214,4.501,0.933,14.546
FALSE POSITIVE,0,0,1,1,1,0.750737313,131.82143,0.463,1.712,38.8,0.48,1603,1558.69,13.4,1,q1_q17_dr25_tce,5151,4.602,0.761,12.306
FALSE POSITIVE,0,0,1,0,0,14.36102158,138.842986,0.003,13.2895,459880,45.9,594,29.44,2599,1,q1_q17_dr25_tce,5229,4.607,0.668,14.419
FALSE POSITIVE,0,0,1,0,0,2.570431263,133.189517,1.054,5.49699,76826,50.18,1411,936.9,822.9,1,q1_q17_dr25_tce,6244,4.473,0.971,13.43
FALSE POSITIVE,0,0,1,0,0,6.64024496,132.775862,0.756,6.03491,224330,74.4,1114,364.44,2941,1,q1_q17_dr25_tce,6085,4.293,1.215,13.881
FALSE POSITIVE,0,0,1,0,0,14.84424039,134.2337694,0.275,6.83577,83412,28.97,810,101.98,4542.8,1,q1_q17_dr25_tce,6161,4.367,0.988,14.415
FALSE POSITIVE,0,0,1,0,0,4.42158021,134.395447,1.146,10.4532,61032,188.89,2565,10243.23,370.6,1,q1_q17_dr25_tce,8026,3.65,3.461,11.425
FALSE POSITIVE,0,0,1,0,0,25.32169873,139.687525,0.954,4.45367,119590,56.62,655,43.39,673.3,1,q1_q17_dr25_tce,6109,4.455,1.029,15.128
FALSE POSITIVE,0,0,1,0,0,37.87848359,138.128618,0.763,10.5972,222230,46.42,503,15.19,1157.6,1,q1_q17_dr25_tce,5985,4.603,0.758,13.265
FALSE POSITIVE,0,0,1,0,0,10.11614452,139.9824969,0.879,2.70314,58144,17.21,549,21.56,1144.8,1,q1_q17_dr25_tce,4717,4.737,0.519,15.52
FALSE POSITIVE,0,0,1,0,1,0.684496369,131.92125,0.501,2.263,28.4,1.12,2913,17099.5,16.3,1,q1_q17_dr25_tce,5800,3.866,2.053,13.181
FALSE POSITIVE,0,0,1,0,0,1.953285321,133.1432,1.312,1.67598,1520.3,151.56,2927,17363.68,237.7,1,q1_q17_dr25_tce,6450,3.501,3.928,13.077
FALSE POSITIVE,0,0,1,0,0,1.012174295,131.90835,0.596,4.6617,323030,114.4,2737,13215.77,596,1,q1_q17_dr25_tce,6987,4.096,1.716,14.712
FALSE POSITIVE,,1,0,0,0,346.36642,365.2864,0.45,14.94,148.2,1.57,314,2.3,14.3,2,q1_q17_dr24_tce,6327,4.276,1.259,11.899
FALSE POSITIVE,,0,0,1,0,0.51554111,131.6708765,,0.87,,,,,,2,q1_q17_dr24_tce,,,,15.786
FALSE POSITIVE,0,0,1,1,0,0.892061734,131.815603,1.079,2.24307,75590,46.75,1724,2090.54,398.1,1,q1_q17_dr25_tce,5561,4.512,0.855,13.815
FALSE POSITIVE,0,0,1,0,1,3.471399214,133.7510303,1.014,5.07707,92285,89.62,1558,1390.76,3230.4,1,q1_q17_dr25_tce,6026,4.101,1.689,12.161
FALSE POSITIVE,0,0,1,0,0,4.176929219,133.197382,0.984,5.2003,70355,31.35,938,183.08,187,1,q1_q17_dr25_tce,5462,4.628,0.708,15.22
FALSE POSITIVE,0,0,1,1,0,6.3762199,134.9584,,2.24,,,,168.45,,1,q1_q17_dr25_tce,,,,15.822
FALSE POSITIVE,0,0,1,1,0,0.823014905,132.160787,1.247,3.5426,850.5,22.17,1482,1136.75,130.5,1,q1_q17_dr25_tce,4975,4.614,0.724,14.221
FALSE POSITIVE,0,0,0,1,0,0.796815149,131.9743416,0.524,1.0727,55.9,10.23,5480,212663.45,4.8,1,q1_q17_dr25_tce,4897,2.464,13.499,11.971
FALSE POSITIVE,0,0,1,0,0,26.95123768,150.923211,1.04,8.27486,86749,146.33,1082,324.38,1451.7,1,q1_q17_dr25_tce,6675,3.748,2.747,11.957
FALSE POSITIVE,0,0,1,0,0,18.11208877,134.713916,0.982,6.7828,116630,96.62,1068,307.27,217.7,1,q1_q17_dr25_tce,7323,4.167,1.722,13.627
FALSE POSITIVE,0,0,1,0,0,4.408295716,134.280413,1.159,3.62479,37964,35.68,942,186.23,386.1,1,q1_q17_dr25_tce,5496,4.607,0.743,14.984
