koi_disposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_slogg,koi_srad,koi_kepmag
CONFIRMED,1,0,0,0,0,9.76734503,186.57718,0.9,1.6585,569.1,2.67,791,92.46,21.1,3,q1_q17_dr25_tce,5527,4.484,0.927,15.604
CONFIRMED,0.987,0,0,0,0,190.3200468,312.68498,0.812,15.284,1141.7,7.78,426,7.8,139.3,2,q1_q17_dr25_tce,5626,3.907,2.057,12.654
FALSE POSITIVE,0,0,1,1,0,2.861159894,171.648106,0.965,1.8832,1014.3,4.37,1355,797.1,58.3,1,q1_q17_dr25_tce,6126,4.458,1.021,15.618
CONFIRMED,1,0,0,0,0,26.44439337,194.12074,0.03,3.9783,1843.5,3.91,562,23.54,88,2,q1_q17_dr25_tce,5427,4.463,0.929,15.158
CONFIRMED,0.983,0,0,0,0,51.53997972,174.055011,0.183,6.3994,3644.3,5.51,450,9.67,155.5,1,q1_q17_dr25_tce,5427,4.463,0.929,15.158
CONFIRMED,1,0,0,0,0,5.902245782,136.78393,0.209,2.9003,702.3,2.43,926,173.74,59.3,3,q1_q17_dr25_tce,5427,4.463,0.929,15.158
CONFIRMED,1,0,0,0,0,2.382951591,135.080841,0.479,1.8876,391.6,1.86,1253,583.01,41.4,4,q1_q17_dr25_tce,5427,4.463,0.929,15.158
CONFIRMED,1,0,0,0,0,21.02250608,207.67593,0.036,4.1072,1772.5,3.07,521,17.48,62.4,1,q1_q17_dr25_tce,5067,4.585,0.75,15.859
CONFIRMED,1,0,0,0,0,3.219814777,133.00406,0.06,2.0642,488.2,1.69,998,234.93,30.5,3,q1_q17_dr25_tce,5103,4.562,0.787,15.599
CONFIRMED,1,0,0,0,0,5.912273234,172.184012,0.17,2.3254,961.4,1.73,585,27.72,62.8,1,q1_q17_dr25_tce,4072,4.696,0.57,15.036
CONFIRMED,1,0,0,0,0,8.98581901,175.68418,0.008,2.8606,881.3,1.65,509,15.9,51.8,2,q1_q17_dr25_tce,4072,4.696,0.57,15.036
FALSE POSITIVE,0.573,0,1,0,0,20.5452375,137.91394,0.95,2.517,218.5,2.41,742,71.57,18.5,1,q1_q17_dr25_tce,5670,4.206,1.264,12.003
CONFIRMED,1,0,0,0,0,33.60123371,186.680343,0.67,4.4056,7425.9,8.46,495,14.22,247.9,1,q1_q17_dr25_tce,5149,4.447,0.93,15.262
CONFIRMED,1,0,0,0,0,6.76652928,138.0637,0.429,2.9004,450.7,1.97,845,120.48,29.2,2,q1_q17_dr25_tce,5149,4.447,0.93,15.262
CONFIRMED,1,0,0,0,0,4.347288783,172.23343,0.025,2.1024,451.6,2.36,1174,449.79,39.7,1,q1_q17_dr25_tce,5754,4.345,1.122,15.024
CONFIRMED,1,0,0,0,0,4.601811819,169.98108,0.567,2.2607,755.9,2.35,896,152.91,60.8,1,q1_q17_dr25_tce,4986,4.496,0.833,15.024
CONFIRMED,0.997,0,0,0,0,11.18719905,137.17814,0.387,3.252,353.6,1.55,667,46.65,21.9,2,q1_q17_dr25_tce,4986,4.496,0.833,15.024
CONFIRMED,1,0,0,0,0,4.220965778,170.622433,0.705,3.0854,2260,2.62,595,29.68,157.8,1,q1_q17_dr25_tce,3837,4.747,0.517,15.692
FALSE POSITIVE,0,0,1,0,0,6.998099523,171.898913,7.361,2.0488,20285,588.66,853,125.22,192.3,1,q1_q17_dr25_tce,5612,4.566,0.829,15.877
CONFIRMED,1,0,0,0,0,5.95489993,170.955871,0.327,2.3892,1410.7,2.33,635,38.52,87.2,1,q1_q17_dr25_tce,4261,4.641,0.633,15.019
CONFIRMED,1,0,0,0,0,12.03987488,181.22536,0.286,2.7363,1250.6,2.18,502,15.06,57.6,2,q1_q17_dr25_tce,4261,4.641,0.633,15.019
CONFIRMED,0.998,0,0,0,0,20.83762895,132.08488,0.706,2.3734,439,1.42,418,7.24,14.9,3,q1_q17_dr25_tce,4261,4.641,0.633,15.019
FALSE POSITIVE,0,0,1,1,1,8.8111022,136.4568,1.223,5.0683,401.1,63.66,1399,904.92,76.8,1,q1_q17_dr25_tce,6200,3.8,2.404,12.759
CONFIRMED,1,0,0,0,0,23.58917143,173.81994,0.926,5.073,1200.7,3.16,487,13.34,53.3,1,q1_q17_dr25_tce,4919,4.566,0.721,15.316
CONFIRMED,1,0,0,0,0,6.481633073,122.977657,0.833,3.784,298.5,2.54,1145,406.25,125.6,1,q1_q17_dr25_tce,5945,4.213,1.302,12.365
CONFIRMED,1,0,0,0,0,10.37168928,172.61729,0.537,3.035,1254.9,3.2,720,63.68,64.5,1,q1_q17_dr25_tce,5121,4.457,0.888,15.193
CONFIRMED,1,0,0,0,0,3.96996298,137.75447,0.836,1.1757,299.2,1.78,992,229.37,15,2,q1_q17_dr25_tce,5121,4.457,0.888,15.193
CONFIRMED,1,0,0,0,0,4.40841331,172.18582,0.899,5.012,549.4,2.66,1139,398,45.1,1,q1_q17_dr25_tce,6007,4.457,0.961,15.662
FALSE POSITIVE,0,0,1,1,1,7.9426176,174.52563,0.942,6.703,1590.7,4.68,878,140.57,60.4,1,q1_q17_dr25_tce,5811,4.521,0.926,15.26
CONFIRMED,1,0,0,0,0,226.8904775,207.35971,0.731,7.558,3136.4,4.53,236,0.73,46.8,2,q1_q17_dr25_tce,5067,4.585,0.75,15.859
FALSE POSITIVE,0,0,1,0,0,1.956811408,170.694208,1.091,2.1958,24905,21.58,1109,357.16,125.4,1,q1_q17_dr25_tce,5209,4.657,0.603,15.533
CONFIRMED,1,0,0,0,0,9.439459486,177.186096,0.049,2.8979,3036.1,4.16,686,52.32,175.2,1,q1_q17_dr25_tce,5097,4.597,0.779,15.067
CONFIRMED,1,0,0,0,0,11.52306746,131.969055,0,3.8757,507.3,3.13,927,174.81,142,1,q1_q17_dr25_tce,5644,4.162,1.411,12.346
CONFIRMED,0,0,0,0,0,20.47748843,178.66786,0.497,2.8364,1382.4,2.92,530,18.65,52.7,2,q1_q17_dr25_tce,5097,4.597,0.779,15.067
CONFIRMED,1,0,0,0,0,3.336123113,135.31623,0.252,1.9616,516.3,1.74,970,209.79,41.6,3,q1_q17_dr25_tce,5097,4.597,0.779,15.067
CONFIRMED,1,0,0,0,0,8.01078456,170.20739,0.192,2.312,1333.6,1.72,453,9.9,48.5,1,q1_q17_dr25_tce,3713,4.779,0.47,15.847
CONFIRMED,1,0,0,0,0,12.07134205,143.45948,0.014,4.3224,759.2,1.29,395,5.74,31,2,q1_q17_dr25_tce,3713,4.779,0.47,15.847
CONFIRMED,0.986,0,0,0,0,20.99587872,152.31554,0.228,2.6333,767.3,1.3,328,2.74,18.2,3,q1_q17_dr25_tce,3713,4.779,0.47,15.847
CONFIRMED,1,0,0,0,0,7.41113177,175.34754,0.712,2.5242,620.5,2.45,905,158.11,50.4,1,q1_q17_dr25_tce,5849,4.517,0.919,15.031
FALSE POSITIVE,0,0,1,0,0,1.000747038,169.974229,0.908,0.9967,1823.5,4.14,1620,1635.2,147.4,1,q1_q17_dr25_tce,5472,4.499,0.79,15.419
CONFIRMED,0.999,0,0,0,0,8.884922995,169.991686,0.069,2.07004,16053,10.51,770,83.21,388.2,1,q1_q17_dr25_tce,5332,4.5,0.843,15.264
CONFIRMED,1,0,0,0,0,8.09888906,176.623731,0.018,4.20241,6911.1,8.95,986,223.19,435.9,1,q1_q17_dr25_tce,6214,4.442,1.076,15.261
CONFIRMED,1,0,0,0,0,10.00653012,176.96898,0.862,5.344,936.1,3.52,876,139.21,71.9,1,q1_q17_dr25_tce,6063,4.47,1.001,15.063
CONFIRMED,0.635,0,0,0,0,17.85522168,146.596466,0.075,7.41287,9065.2,13.16,911,163.04,915.7,1,q1_q17_dr25_tce,6823,4.308,1.367,11.353
CONFIRMED,1,0,0,0,0,5.007316661,173.433997,0.344,4.2362,6932.3,6.96,998,234.28,431.4,1,q1_q17_dr25_tce,5865,4.563,0.827,15.813
CONFIRMED,1,0,0,0,0,2.211116989,170.150139,0.69,1.6485,724.2,1.85,931,177.19,42.6,1,q1_q17_dr25_tce,4500,4.656,0.646,15.791
CONFIRMED,0.997,0,0,0,0,27.9541337,178.73791,0.063,3.95,942.5,1.9,400,6.04,25.4,3,q1_q17_dr25_tce,4500,4.656,0.646,15.791
CONFIRMED,0.415,0,0,0,0,12.69104387,137.12594,0.008,3.7727,252.1,2.57,1008,244.3,60.2,1,q1_q17_dr25_tce,5869,4.024,1.626,12.935
FALSE POSITIVE,0.228,0,1,0,0,4.409409243,171.89433,0.028,3.8636,12861,10.95,1101,347.06,85.8,1,q1_q17_dr25_tce,5600,4.368,0.975,15.403
CONFIRMED,1,0,0,0,0,16.23947096,175.569907,0.043,4.0374,2590.7,4.14,598,30.14,123.8,1,q1_q17_dr25_tce,5191,4.564,0.837,15.258
CONFIRMED,1,0,0,0,0,6.308201629,174.047661,0.03,2.9785,1328.5,2.96,819,106.44,86.2,2,q1_q17_dr25_tce,5191,4.564,0.837,15.258
CONFIRMED,1,0,0,0,0,2.052349884,169.890622,0.437,2.0778,14281,13.12,1497,1183.18,1072.1,1,q1_q17_dr25_tce,5855,4.393,1.08,15.257
CONFIRMED,1,0,0,0,0,9.7704486,175.71372,0.09,2.4517,1897.8,2.23,460,10.59,58,1,q1_q17_dr25_tce,3906,4.73,0.509,15.777
CONFIRMED,1,0,0,0,0,5.169804269,172.63153,0.351,2.153,1037.4,1.66,569,24.75,41.4,2,q1_q17_dr25_tce,3906,4.73,0.509,15.777
CONFIRMED,1,0,0,0,0,21.22261195,137.57403,0.02,6.5093,366,2.48,771,83.56,114.9,2,q1_q17_dr25_tce,5945,4.213,1.302,12.365
CONFIRMED,1,0,0,0,0,20.09017037,147.97788,0.886,4.154,1432.1,2.25,362,4.05,36.9,3,q1_q17_dr25_tce,3906,4.73,0.509,15.777
CONFIRMED,0.999,0,0,0,0,7.11373257,174.32351,0.334,2.1764,807.6,1.16,429,8.01,44.4,1,q1_q17_dr25_tce,3561,4.855,0.411,15.234
CONFIRMED,0.999,0,0,0,0,3.306551643,134.37211,0.001,1.8177,509.2,0.91,554,22.19,37.8,2,q1_q17_dr25_tce,3561,4.855,0.411,15.234
CONFIRMED,0.998,0,0,0,0,15.36845737,147.38965,0.115,2.4714,756.1,1.11,332,2.86,30.9,3,q1_q17_dr25_tce,3561,4.855,0.411,15.234
CONFIRMED,1,0,0,0,0,13.81020318,172.33533,0.791,3.048,1309.7,4.56,833,113.75,46.2,1,q1_q17_dr25_tce,5942,4.327,1.142,15.425
CONFIRMED,1,0,0,0,0,4.093578461,171.00954,0.93,2.5833,538.6,2.85,1182,461.07,36.4,1,q1_q17_dr25_tce,6077,4.471,0.999,15.399
CONFIRMED,0.999,0,0,0,0,105.145959,178.367,0.964,8.593,685.4,3.43,401,6.09,15.4,2,q1_q17_dr25_tce,6077,4.471,0.999,15.399
CONFIRMED,1,0,0,0,0,10.8484518,171.80584,0.21,2.9993,1675.6,2.34,499,14.66,64.5,1,q1_q17_dr25_tce,4201,4.682,0.591,15.058
CONFIRMED,1,0,0,0,0,6.66833241,137.43988,0.644,1.915,362.3,1.18,587,28.06,14.2,2,q1_q17_dr25_tce,4201,4.682,0.591,15.058
CONFIRMED,0.997,0,0,0,0,4.082274889,169.6375652,0.093,3.23015,17859,10.55,1016,251.48,1669.1,1,q1_q17_dr25_tce,5655,4.581,0.794,15.198
CONFIRMED,1,0,0,0,0,42.1406089,139.0604,0.045,5.083,895.5,1.85,349,3.49,21.6,5,q1_q17_dr25_tce,4500,4.656,0.646,15.791
CONFIRMED,1,0,0,0,0,4.617490562,135.04909,0.649,2.2618,575.8,1.62,728,66.47,28.1,2,q1_q17_dr25_tce,4500,4.656,0.646,15.791
CONFIRMED,0.996,0,0,0,0,10.19849255,137.92067,0.714,2.4283,634.1,1.75,559,23.11,21.4,4,q1_q17_dr25_tce,4500,4.656,0.646,15.791
FALSE POSITIVE,0,0,0,1,0,5.795063956,172.697467,0.949,3.2496,1692.9,4.33,950,192.74,119.4,1,q1_q17_dr25_tce,5865,4.563,0.827,15.289
CONFIRMED,1,0,0,0,0,7.15681552,174.13511,0.45,2.5882,867,2.47,782,88.23,47.7,1,q1_q17_dr25_tce,5029,4.494,0.838,15.46
CONFIRMED,1,0,0,0,0,17.64830851,133.54533,0.653,2.0873,763.3,2.43,579,26.49,23.8,2,q1_q17_dr25_tce,5029,4.494,0.838,15.46
CONFIRMED,0.957,0,0,0,0,4.14810719,133.3881,0.093,2.535,175.2,1.08,938,182.76,12.9,3,q1_q17_dr25_tce,5029,4.494,0.838,15.46
CONFIRMED,1,0,0,0,0,16.51410989,176.11686,0.395,4.1575,973.5,2.72,655,43.57,55.9,1,q1_q17_dr25_tce,5527,4.488,0.866,15.223
CONFIRMED,1,0,0,0,0,30.1329298,190.38336,0.839,5.172,1015.8,3.14,536,19.55,44.8,2,q1_q17_dr25_tce,5527,4.488,0.866,15.223
CONFIRMED,1,0,0,0,0,4.79090809,136.31106,0.11,2.603,251.3,1.36,990,227.24,21.2,4,q1_q17_dr25_tce,5527,4.488,0.866,15.223
CONFIRMED,1,0,0,0,0,31.71981013,142.82083,0.125,4.819,363.4,3.09,743,71.97,63.1,2,q1_q17_dr25_tce,5869,4.024,1.626,12.935
CONFIRMED,1,0,0,0,0,99.6415962,198.68664,0.028,4.448,952.5,2.64,360,3.97,22.7,3,q1_q17_dr25_tce,5527,4.488,0.866,15.223
CONFIRMED,1,0,0,0,0,4.708326451,171.446507,0.061,3.16114,7912.7,10.6,1162,431.02,633.4,1,q1_q17_dr25_tce,5560,4.246,1.21,15.113
FALSE POSITIVE,0,0,0,1,1,16.37198661,172.75926,9.303,3.8449,4147.6,540.37,438,8.71,54.5,1,q1_q17_dr25_tce,4187,4.656,0.592,15.654
CONFIRMED,1,0,0,0,0,5.392026903,171.72707,0.314,2.9804,1151.4,2.68,850,123.33,77.4,1,q1_q17_dr25_tce,5198,4.589,0.801,15.651
CONFIRMED,1,0,0,0,0,6.491682808,174.633553,0.535,4.301,7163.3,9.66,1062,301.54,502.3,1,q1_q17_dr25_tce,6123,4.413,1.107,15.649
FALSE POSITIVE,0,0,1,1,1,3.044770796,172.01916,1.252,10.0134,1695,24.54,1076,317.36,203.5,1,q1_q17_dr25_tce,5525,4.603,0.753,15.621
CONFIRMED,0.999,0,0,0,0,3.855603916,170.6787843,0.348,3.2179,16653,13.61,1212,508.65,1173.9,1,q1_q17_dr25_tce,6033,4.46,1.046,15.272
FALSE POSITIVE,0,0,0,1,1,3.855599139,170.67957,0.864,3.183,1030.9,3.57,1158,425.74,90.1,1,q1_q17_dr25_tce,5936,4.501,0.965,15.054
CONFIRMED,0.92,0,1,0,0,38.47876629,151.852812,0.003,5.04169,23530,13.26,484,13.01,1077.8,1,q1_q17_dr25_tce,5510,4.539,0.879,13.779
FALSE POSITIVE,0,0,1,0,0,37.60166128,194.713383,0.408,8.30604,59130,27.22,606,31.86,1667.3,1,q1_q17_dr25_tce,6140,4.354,1.096,15.505
CONFIRMED,1,0,0,0,0,3.314947362,171.313058,0.799,1.8007,1398.2,3.94,1155,421.03,123.5,1,q1_q17_dr25_tce,5609,4.481,0.944,15.142
FALSE POSITIVE,0,0,1,0,0,6.71969089,173.35776,0.985,3.0231,969.7,4.37,952,194.18,45.4,1,q1_q17_dr25_tce,5931,4.479,0.866,15.172
CONFIRMED,0.996,0,0,0,0,39.6431552,206.596798,0.062,6.5292,15664,10.98,472,11.74,690.3,1,q1_q17_dr25_tce,5231,4.455,0.9,15.011
FALSE POSITIVE,0,0,1,0,0,51.42598578,173.535933,0.203,16.9422,66068,29.66,549,21.4,1843.8,1,q1_q17_dr25_tce,6257,4.41,1.147,15.631
CONFIRMED,1,0,0,0,0,21.80451611,190.49737,0.751,3.4097,1144.9,2.6,543,20.48,49.9,1,q1_q17_dr25_tce,5481,4.629,0.708,15.067
CONFIRMED,1,0,0,0,0,10.28194593,175.33988,0.168,3.4366,1110.7,2.53,680,50.6,55,2,q1_q17_dr25_tce,5196,4.593,0.775,15.532
CONFIRMED,1,0,0,0,0,18.11993039,182.61535,0.206,4.2309,1506.9,2.95,563,23.77,60.7,1,q1_q17_dr25_tce,5196,4.593,0.775,15.532
CONFIRMED,1,0,0,0,0,3.78402867,133.28133,0.691,1.9012,426.1,1.7,949,191.78,25.6,3,q1_q17_dr25_tce,5196,4.593,0.775,15.532
CONFIRMED,1,0,0,0,0,5.15448142,171.6389,0.933,3.228,697.5,2.94,964,204.1,48.1,1,q1_q17_dr25_tce,5431,4.457,0.884,15.365
FALSE POSITIVE,0,0,1,0,0,33.80364366,202.259731,0.023,11.4813,13494,20.7,745,72.71,529.9,1,q1_q17_dr25_tce,5855,3.999,1.796,13.109
CONFIRMED,1,0,0,0,0,5.743469797,174.898924,0.001,3.4412,1240.2,3.13,982,219.95,79.7,1,q1_q17_dr25_tce,5897,4.531,0.891,15.543
FALSE POSITIVE,0,0,1,0,0,19.97448524,171.6300909,0.886,4.23479,40293,26.56,700,56.84,1398.8,1,q1_q17_dr25_tce,6108,4.471,0.997,15.217
CONFIRMED,1,0,0,0,0,3.166353562,170.966145,0.032,3.3129,1473.4,3.82,1273,621.92,128.3,1,q1_q17_dr25_tce,6007,4.47,0.998,15.603
FALSE POSITIVE,0,0,1,1,0,23.89963441,188.982797,1.245,3.81881,20953,44.04,652,42.8,547.8,1,q1_q17_dr25_tce,6192,4.503,0.924,15.453
CONFIRMED,1,0,0,0,0,3.388012244,170.5336,0.433,2.6849,280.1,2.11,1315,705.93,30.6,1,q1_q17_dr25_tce,5553,4.221,1.25,15.065
CONFIRMED,1,0,0,0,0,5.83909761,132.09261,0.341,3.1915,273.6,2.06,1097,341.48,25.2,2,q1_q17_dr25_tce,5553,4.221,1.25,15.065
CONFIRMED,1,0,0,0,0,1.620467654,132.06388,0.271,2.1888,159.6,1.57,1681,1893.42,22.7,3,q1_q17_dr25_tce,5553,4.221,1.25,15.065
CONFIRMED,1,0,0,0,0,10.6816951,131.55082,0.646,3.605,307.8,2.3,897,152.75,21.9,4,q1_q17_dr25_tce,5553,4.221,1.25,15.065
CONFIRMED,1,0,0,0,0,6.104849417,169.573477,0.041,4.6912,2090.3,3.18,784,89.25,293.7,1,q1_q17_dr25_tce,5085,4.584,0.712,15.017
CONFIRMED,0.999,0,0,0,0,3.578780566,134.0304187,0.079,2.91089,11382,10.43,1145,406.6,1838.4,1,q1_q17_dr25_tce,5524,4.421,0.994,13.938
FALSE POSITIVE,0,0,1,1,0,3.187067566,171.64976,1.234,3.119,1037.4,23.88,1079,319.76,37.2,1,q1_q17_dr25_tce,5450,4.552,0.811,15.653
CONFIRMED,1,0,0,0,0,5.826657508,173.011411,0.033,2.9183,1539.1,4.09,1013,248.57,81.1,1,q1_q17_dr25_tce,5561,4.362,1.06,15.843
CONFIRMED,0.998,0,0,0,0,12.41216347,142.54039,0.021,3.739,611.3,2.58,787,90.65,25.6,3,q1_q17_dr25_tce,5561,4.362,1.06,15.843
CONFIRMED,1,0,0,0,0,18.74649011,147.13074,0.508,3.895,796.8,3.05,686,52.38,26.7,2,q1_q17_dr25_tce,5561,4.362,1.06,15.843
CONFIRMED,1,0,0,0,0,20.86021229,180.017757,0.066,5.1937,1910.5,5.5,781,87.76,117,1,q1_q17_dr25_tce,6035,4.22,1.257,15.237
CONFIRMED,1,0,0,0,0,42.63427848,141.16954,0.142,6.1998,1719.3,5.22,615,33.82,78.7,2,q1_q17_dr25_tce,6035,4.22,1.257,15.237
CONFIRMED,0.973,0,0,0,0,87.6476068,134.94222,0.147,8.871,1009.6,4,484,12.94,37.5,3,q1_q17_dr25_tce,6035,4.22,1.257,15.237
CONFIRMED,0.953,0,0,0,0,9.467821474,178.415842,0.081,2.4327,2237,2.13,407,6.47,124.7,1,q1_q17_dr25_tce,3582,4.807,0.458,15.073
CONFIRMED,0.704,0,0,0,0,0.893040969,134.540342,0.009,1.0981,741.7,1.24,893,151.14,87.8,2,q1_q17_dr25_tce,3582,4.807,0.458,15.073
CONFIRMED,0.996,0,0,0,0,4.942783419,136.3294353,0.566,3.25346,11145,10.62,1008,244.42,2040.7,1,q1_q17_dr25_tce,5514,4.459,0.978,13.758
CONFIRMED,1,0,0,0,0,20.83426731,176.58569,0.256,4.0454,988.4,2.74,595,29.62,45.1,1,q1_q17_dr25_tce,5537,4.549,0.88,15.412
CONFIRMED,1,0,0,0,0,9.94602357,171.70192,0.035,3.3862,994.5,3.12,807,100.34,51,1,q1_q17_dr25_tce,5344,4.365,1.013,15.596
CONFIRMED,0.998,0,0,0,0,1.04562195,133.91912,0.037,1.8955,213,1.45,1710,2031.84,25.3,2,q1_q17_dr25_tce,5344,4.365,1.013,15.596
CONFIRMED,0.949,0,0,0,0,5.71462396,132.63866,0.503,2.336,297.8,1.78,971,210.16,16.7,3,q1_q17_dr25_tce,5344,4.365,1.013,15.596
FALSE POSITIVE,1,0,1,0,0,102.9641952,158.07473,0.922,15.735,1896.7,39,797,95.4,86.1,1,q1_q17_dr25_tce,5047,3.066,7.119,13.608
CONFIRMED,1,0,0,0,0,8.14515981,140.56811,0.965,5.073,446.8,3.43,1050,287.91,32.2,2,q1_q17_dr25_tce,5896,4.197,1.24,14.925
CONFIRMED,1,0,0,0,0,18.9985279,144.74157,1.3,4.529,430.7,43.17,792,93.03,16.9,3,q1_q17_dr25_tce,5896,4.197,1.24,14.925
CONFIRMED,0.999,0,0,0,0,4.24439049,137.06643,0.949,3.282,174,2.07,1305,686.99,15.1,5,q1_q17_dr25_tce,5896,4.197,1.24,14.925
CONFIRMED,1,0,0,0,0,28.5742692,143.8315,0.068,4.9427,824.9,2.32,538,19.83,97.1,2,q1_q17_dr25_tce,5551,4.508,0.812,13.771
CONFIRMED,0.965,0,0,0,0,7.34373964,137.29874,0.185,1.1784,574.4,1.84,839,117.5,32.2,1,q1_q17_dr25_tce,5757,4.597,0.762,14.657
FALSE POSITIVE,,1,0,0,1,0.445277068,133.52312,1.2962,3.539,186.7,35.74,2562,10177.11,28.9,1,q1_q17_dr24_tce,6167,4.444,1.064,15.343
FALSE POSITIVE,0,0,1,0,0,0.379463865,170.2480164,1.246,0.86896,1973.3,59.56,3000,19256.81,458.6,1,q1_q17_dr25_tce,5075,3.892,1.783,13.787
FALSE POSITIVE,0,0,1,0,0,9.88047978,173.608672,1.02,2.78458,18541,23.6,860,129.45,534.5,1,q1_q17_dr25_tce,6113,4.512,0.917,15.212
FALSE POSITIVE,0,1,0,0,0,4.6484156,261.09395,0.968,38.1939,128.4,5.06,2259,6152.88,91.7,1,q1_q17_dr25_tce,6980,3.577,3.482,10.963
FALSE POSITIVE,0,0,1,0,0,17.51201477,174.282592,0.994,1.8248,4511.7,13.66,804,98.77,322.3,1,q1_q17_dr25_tce,6224,4.33,1.132,12.336
FALSE POSITIVE,0,0,1,1,0,0.525154153,133.744359,1.226,2.1441,747.5,23.61,2073,4391.51,116.1,1,q1_q17_dr25_tce,5582,4.497,0.846,15.058
FALSE POSITIVE,0,0,0,1,1,1.303861044,134.212059,1.258,4.0541,598.2,27.85,1610,1595.19,140.6,1,q1_q17_dr25_tce,5758,4.475,0.902,13.555
FALSE POSITIVE,,0,0,0,0,0.73452496,133.43108,,6.7,,,,,,,,,,,13.22
FALSE POSITIVE,0,0,0,1,0,2.55549176,134.50078,1.228,9.083,113.8,23.35,1312,701.68,24.3,1,q1_q17_dr25_tce,5948,4.508,0.901,14.554
FALSE POSITIVE,0,0,1,0,0,2.947376671,171.522978,2.641,2.0911,433.2,403.59,2404,7903.84,62.3,1,q1_q17_dr25_tce,8090,4.002,2.234,10.47
CONFIRMED,1,0,0,0,0,224.7789355,142.095338,0.652,11.1899,3487.5,7.67,333,2.92,235.7,1,q1_q17_dr25_tce,5873,4.293,1.235,13.492
FALSE POSITIVE,0,0,1,1,0,0.890110752,133.2647,0.216,0.8774,321.5,1.25,1372,838.42,19.6,1,q1_q17_dr25_tce,4768,4.628,0.711,15.723
FALSE POSITIVE,0,0,0,1,0,5.76573396,133.30941,0.708,2.924,248,7.47,1964,3518.78,22.2,1,q1_q17_dr25_tce,5772,3.364,4.434,14.313
CONFIRMED,1,0,0,0,0,7.42608123,139.90039,0.097,3.6379,443.3,2.47,1037,273.78,37.5,1,q1_q17_dr25_tce,6049,4.353,1.176,14.818
CONFIRMED,0.989,0,0,0,0,15.9868932,137.5964,0.533,4.158,178.5,1.62,803,98.51,10.9,2,q1_q17_dr25_tce,6049,4.353,1.176,14.818
FALSE POSITIVE,0,1,0,1,0,0.73094589,133.68876,1.169,4.32,250.2,17.12,1922,3248.17,37.5,1,q1_q17_dr25_tce,5901,4.553,0.848,15.401
CONFIRMED,1,0,0,0,0,18.92537246,149.49558,0.806,3.9835,640.9,13.92,1171,443.58,41,1,q1_q17_dr25_tce,4941,3.317,4.885,14.604
FALSE POSITIVE,0,1,0,1,1,0.933749106,134.31831,0.736,4.256,186.2,3.22,2863,15822.49,136.3,1,q1_q17_dr25_tce,6215,3.849,2.188,13.079
FALSE POSITIVE,0,0,0,1,1,2.037440623,133.59962,0.715,3.442,118.6,1.19,1572,1448.05,27,1,q1_q17_dr25_tce,6253,4.415,1.015,14.187
CONFIRMED,0.994,0,0,0,0,31.5925809,142.9649,0.283,13.566,145.1,1.78,688,53.09,25.5,2,q1_q17_dr25_tce,5676,4.1,1.487,13.29
CONFIRMED,0.997,0,0,0,0,17.157236,133.68951,0.238,11.284,110.4,1.55,844,119.87,23.6,1,q1_q17_dr25_tce,5676,4.1,1.487,13.29
CONFIRMED,0.998,0,0,0,0,1.97376085,178.6894194,0.337,1.82542,30222,8.78,753,76.1,1252.5,1,q1_q17_dr25_tce,3807,4.762,0.503,15.715
FALSE POSITIVE,0,0,1,1,1,4.618767792,133.386535,0.766,5.9957,4399.1,7.48,1170,442.78,270.1,1,q1_q17_dr25_tce,6013,4.381,1.033,13.652
CONFIRMED,1,0,0,0,0,2.785821236,260.83731,0.893,3.5599,68.9,1.69,1784,2388.98,53.6,1,q1_q17_dr25_tce,6202,4.026,1.733,8.224
FALSE POSITIVE,0,0,1,0,0,52.56901867,184.971267,1.197,6.7507,26900,78.54,737,69.62,184.3,1,q1_q17_dr25_tce,7240,4.178,1.717,9.729
FALSE POSITIVE,0,0,0,1,0,3.411758679,133.18086,1.213,3.158,570.6,14.71,684,51.85,35.6,1,q1_q17_dr25_tce,3995,4.71,0.561,15.258
FALSE POSITIVE,0,0,1,1,1,0.525426427,133.187901,0.113,1.0801,324.6,1.45,2069,4349.62,63.6,1,q1_q17_dr25_tce,5791,4.575,0.802,14.797
CONFIRMED,1,0,0,0,0,1.269091415,133.343682,0.412,1.4647,340.9,1.41,1331,740.47,73.5,1,q1_q17_dr25_tce,5041,4.576,0.766,13.999
CONFIRMED,1,0,0,0,0,2.853133997,133.79678,0.698,1.465,277.1,1.36,1016,251.77,39.7,2,q1_q17_dr25_tce,5041,4.576,0.766,13.999
CONFIRMED,1,0,0,0,0,6.79685353,138.11324,0.62,3.1702,393.1,2.01,985,222.91,29.8,1,q1_q17_dr25_tce,6061,4.486,0.97,15.391
FALSE POSITIVE,0,0,1,1,1,8.667822346,137.341841,1.276,4.9658,2121.9,67.37,1303,681.39,187.6,1,q1_q17_dr25_tce,6266,3.923,1.889,13.03
CONFIRMED,0.993,0,0,0,0,1.475323222,131.83272,0.136,2.3155,154.9,5.88,2740,13331.51,27.2,3,q1_q17_dr25_tce,4941,3.317,4.885,14.604
